鸡胗,1181769,1189,肉禽蛋,,2021-09-22 00:00:00
鸡爪,1181768,1189,肉禽蛋,,2021-09-22 00:00:00
鸡心,1181767,1189,肉禽蛋,,2021-09-22 00:00:00
鸡肝,1181766,1189,肉禽蛋,,2021-09-22 00:00:00
鸡脖子,1181765,1189,肉禽蛋,,2021-09-22 00:00:00
鸡头,1181764,1189,肉禽蛋,,2021-09-22 00:00:00
鸡架子,1181763,1189,肉禽蛋,,2021-09-22 00:00:00
白条乌鸡,1181762,1189,肉禽蛋,,2021-09-22 00:00:00
黑爪公鸡,1181761,1189,肉禽蛋,,2021-09-22 00:00:00
白条湖鸭,1181760,1189,肉禽蛋,,2021-09-22 00:00:00
箱鸡蛋,1181759,1189,肉禽蛋,,2021-09-22 00:00:00
箱鸡蛋,1181758,1189,肉禽蛋,,2021-09-22 00:00:00
散鸡蛋,1181757,1189,肉禽蛋,,2021-09-22 00:00:00
生鸭蛋,1181756,1189,肉禽蛋,,2021-09-22 00:00:00
苦菊,1181955,1186,蔬菜,,2021-09-22 00:00:00
穿心莲,1181954,1186,蔬菜,,2021-09-22 00:00:00
熟鸭蛋,1181755,1189,肉禽蛋,,2021-09-22 00:00:00
松花蛋,1181754,1189,肉禽蛋,,2021-09-22 00:00:00
木耳菜,1181953,1186,蔬菜,,2021-09-22 00:00:00
凤梨,1181952,1187,水果,国产,2021-09-22 00:00:00
圣女果,1181951,1187,水果,,2021-09-22 00:00:00
百香果,1181950,1187,水果,,2021-09-22 00:00:00
国产带鱼,1181715,1190,水产,,2021-09-22 00:00:00
国产带鱼,1181714,1190,水产,,2021-09-22 00:00:00
马牙枣,1181949,1187,水果,,2021-09-22 00:00:00
冬枣,1181948,1187,水果,,2021-09-22 00:00:00
人参果,1181947,1187,水果,,2021-09-22 00:00:00
小黄花鱼,1181713,1190,水产,,2021-09-22 00:00:00
国产黄花鱼,1181712,1190,水产,,2021-09-22 00:00:00
国产黄花鱼,1181711,1190,水产,,2021-09-22 00:00:00
国产黄花鱼,1181710,1190,水产,,2021-09-22 00:00:00
火龙果,1181946,1187,水果,,2021-09-22 00:00:00
板栗,1181945,1187,水果,,2021-09-22 00:00:00
油栗,1181944,1187,水果,,2021-09-22 00:00:00
国产平鱼,1181709,1190,水产,,2021-09-22 00:00:00
国产平鱼,1181708,1190,水产,,2021-09-22 00:00:00
国产平鱼,1181707,1190,水产,,2021-09-22 00:00:00
鱿鱼,1181706,1190,水产,,2021-09-22 00:00:00
鱿鱼,1181705,1190,水产,,2021-09-22 00:00:00
鹅蛋,1181753,1189,肉禽蛋,,2021-09-22 00:00:00
鹌鹑蛋,1181752,1189,肉禽蛋,,2021-09-22 00:00:00
青皮核桃,1181935,1187,水果,,2021-09-22 00:00:00
去皮核桃,1181934,1187,水果,,2021-09-22 00:00:00
姑娘果（灯笼果）,1181933,1187,水果,,2021-09-22 00:00:00
柴鸡蛋,1181751,1189,肉禽蛋,,2021-09-22 00:00:00
海鲈鱼,1181704,1190,水产,,2021-09-22 00:00:00
墨鱼,1181703,1190,水产,,2021-09-22 00:00:00
金鲳鱼,1181702,1190,水产,,2021-09-22 00:00:00
金鲳鱼,1181701,1190,水产,,2021-09-22 00:00:00
木瓜,1181943,1187,水果,,2021-09-22 00:00:00
123,1181932,1187,水果,,2021-09-22 00:00:00
K九沙果,1181931,1187,水果,,2021-09-22 00:00:00
鸭梨,1181930,1187,水果,,2021-09-22 00:00:00
蜜柿,1181942,1187,水果,,2021-09-22 00:00:00
柿饼,1181941,1187,水果,,2021-09-22 00:00:00
脆皮柿子,1181940,1187,水果,,2021-09-22 00:00:00
甘蔗,1181939,1187,水果,,2021-09-22 00:00:00
柠檬,1181938,1187,水果,,2021-09-22 00:00:00
石榴,1181937,1187,水果,四川,2021-09-22 00:00:00
山楂,1181936,1187,水果,,2021-09-22 00:00:00
乌鸡蛋,1181750,1189,肉禽蛋,,2021-09-22 00:00:00
雪花梨,1181929,1187,水果,,2021-09-22 00:00:00
皇冠梨,1181928,1187,水果,,2021-09-22 00:00:00
鸵鸟蛋,1181749,1189,肉禽蛋,,2021-09-22 00:00:00
鸽子蛋,1181748,1189,肉禽蛋,,2021-09-22 00:00:00
鲤鱼,1181747,1190,水产,,2021-09-22 00:00:00
鲤鱼,1181746,1190,水产,,2021-09-22 00:00:00
草鱼,1181745,1190,水产,,2021-09-22 00:00:00
草鱼,1181744,1190,水产,,2021-09-22 00:00:00
鲫鱼,1181743,1190,水产,,2021-09-22 00:00:00
鲫鱼,1181742,1190,水产,,2021-09-22 00:00:00
鲫鱼,1181741,1190,水产,,2021-09-22 00:00:00
胖头鱼,1181740,1190,水产,,2021-09-22 00:00:00
胖头鱼,1181739,1190,水产,,2021-09-22 00:00:00
武昌鱼,1181738,1190,水产,,2021-09-22 00:00:00
鲢鱼,1181737,1190,水产,,2021-09-22 00:00:00
鲢鱼,1181736,1190,水产,,2021-09-22 00:00:00
青皇冠,1181927,1187,水果,,2021-09-22 00:00:00
七月红,1181926,1187,水果,,2021-09-22 00:00:00
南果梨,1181925,1187,水果,,2021-09-22 00:00:00
丰水梨,1181924,1187,水果,,2021-09-22 00:00:00
酥梨,1181923,1187,水果,,2021-09-22 00:00:00
库尔勒香梨,1181922,1187,水果,,2021-09-22 00:00:00
公河蟹,1181700,1190,水产,,2021-09-22 00:00:00
公河蟹,1181699,1190,水产,,2021-09-22 00:00:00
红香酥梨,1181921,1187,水果,,2021-09-22 00:00:00
红啤梨,1181920,1187,水果,,2021-09-22 00:00:00
公河蟹,1181698,1190,水产,,2021-09-22 00:00:00
母河蟹,1181697,1190,水产,,2021-09-22 00:00:00
母河蟹,1181696,1190,水产,,2021-09-22 00:00:00
京白梨,1181919,1187,水果,,2021-09-22 00:00:00
贵妃梨,1181918,1187,水果,,2021-09-22 00:00:00
早酥梨,1181917,1187,水果,,2021-09-22 00:00:00
蜜桔,1181916,1187,水果,,2021-09-22 00:00:00
芋头,1181995,1186,蔬菜,鲁,2021-09-22 00:00:00
姜,1181994,1186,蔬菜,冀鲁,2021-09-22 00:00:00
大蒜,1181993,1186,蔬菜,豫苏,2021-09-22 00:00:00
蒜米,1181992,1186,蔬菜,,2021-09-22 00:00:00
大葱,1181991,1186,蔬菜,冀鲁,2021-09-22 00:00:00
小葱,1181990,1186,蔬菜,,2021-09-22 00:00:00
蒜苗,1181989,1186,蔬菜,鲁,2021-09-22 00:00:00
蒜黄,1181988,1186,蔬菜,冀,2021-09-22 00:00:00
青蒜,1181987,1186,蔬菜,青,2021-09-22 00:00:00
平菇,1181986,1186,蔬菜,,2021-09-22 00:00:00
香菇,1181985,1186,蔬菜,,2021-09-22 00:00:00
白玉菇,1181984,1186,蔬菜,,2021-09-22 00:00:00
口蘑,1181983,1186,蔬菜,,2021-09-22 00:00:00
杏鲍菇,1181982,1186,蔬菜,,2021-09-22 00:00:00
金针菇,1181981,1186,蔬菜,,2021-09-22 00:00:00
油菜,1181980,1186,蔬菜,,2021-09-22 00:00:00
小白菜,1181979,1186,蔬菜,,2021-09-22 00:00:00
油麦菜,1181978,1186,蔬菜,,2021-09-22 00:00:00
奶白菜,1181977,1186,蔬菜,,2021-09-22 00:00:00
散生菜,1181976,1186,蔬菜,,2021-09-22 00:00:00
彩椒,1182015,1186,蔬菜,,2021-09-22 00:00:00
白萝卜,1182014,1186,蔬菜,冀,2021-09-22 00:00:00
心里美,1182013,1186,蔬菜,冀,2021-09-22 00:00:00
卞萝卜,1182012,1186,蔬菜,冀,2021-09-22 00:00:00
青萝卜,1182011,1186,蔬菜,冀鲁,2021-09-22 00:00:00
胡萝卜,1182010,1186,蔬菜,冀鲁,2021-09-22 00:00:00
胡萝卜,1182009,1186,蔬菜,冀鲁,2021-09-22 00:00:00
土豆,1182008,1186,蔬菜,冀蒙辽,2021-09-22 00:00:00
土豆,1182007,1186,蔬菜,冀陕,2021-09-22 00:00:00
葱头,1182006,1186,蔬菜,甘黑,2021-09-22 00:00:00
葱头,1182005,1186,蔬菜,蒙甘,2021-09-22 00:00:00
山药,1182004,1186,蔬菜,,2021-09-22 00:00:00
山药,1182003,1186,蔬菜,,2021-09-22 00:00:00
莲藕,1182002,1186,蔬菜,川徽,2021-09-22 00:00:00
红薯,1182001,1186,蔬菜,冀闽,2021-09-22 00:00:00
红薯,1182000,1186,蔬菜,,2021-09-22 00:00:00
紫薯,1181999,1186,蔬菜,,2021-09-22 00:00:00
茭白,1181998,1186,蔬菜,川云,2021-09-22 00:00:00
凉薯,1181997,1186,蔬菜,粤鄂,2021-09-22 00:00:00
荸荠,1181996,1186,蔬菜,皖,2021-09-22 00:00:00
绿豆芽,1182055,1186,蔬菜,,2021-09-22 00:00:00
黄豆芽,1182054,1186,蔬菜,,2021-09-22 00:00:00
番茄,1182053,1186,蔬菜,鲁蒙,2021-09-22 00:00:00
番茄,1182052,1186,蔬菜,鲁蒙,2021-09-22 00:00:00
黄瓜,1182051,1186,蔬菜,蒙辽,2021-09-22 00:00:00
黄瓜,1182050,1186,蔬菜,冀,2021-09-22 00:00:00
小黄瓜,1182049,1186,蔬菜,辽,2021-09-22 00:00:00
茄子,1182048,1186,蔬菜,冀,2021-09-22 00:00:00
长茄,1182047,1186,蔬菜,冀\晋,2021-09-22 00:00:00
广茄,1182046,1186,蔬菜,冀京,2021-09-22 00:00:00
线茄,1182045,1186,蔬菜,冀鲁,2021-09-22 00:00:00
冬瓜,1182044,1186,蔬菜,冀豫,2021-09-22 00:00:00
冬瓜,1182043,1186,蔬菜,冀豫,2021-09-22 00:00:00
毛冬瓜,1182042,1186,蔬菜,冀,2021-09-22 00:00:00
架豆,1182041,1186,蔬菜,冀晋,2021-09-22 00:00:00
豆王,1182040,1186,蔬菜,冀晋甘,2021-09-22 00:00:00
扁豆,1182039,1186,蔬菜,冀,2021-09-22 00:00:00
豇豆,1182038,1186,蔬菜,冀鲁,2021-09-22 00:00:00
白不老,1182037,1186,蔬菜,辽冀,2021-09-22 00:00:00
油豆,1182036,1186,蔬菜,辽冀,2021-09-22 00:00:00
猪肠头,1181815,1189,肉禽蛋,,2021-09-22 00:00:00
猪肠,1181814,1189,肉禽蛋,,2021-09-22 00:00:00
整牛,1181813,1189,肉禽蛋,,2021-09-22 00:00:00
牛前腱,1181812,1189,肉禽蛋,,2021-09-22 00:00:00
牛后腱,1181811,1189,肉禽蛋,,2021-09-22 00:00:00
牛前腿,1181810,1189,肉禽蛋,,2021-09-22 00:00:00
牛后腿,1181809,1189,肉禽蛋,,2021-09-22 00:00:00
牛腰窝,1181808,1189,肉禽蛋,,2021-09-22 00:00:00
牛柳,1181807,1189,肉禽蛋,,2021-09-22 00:00:00
精牛柳,1181806,1189,肉禽蛋,,2021-09-22 00:00:00
牛腩,1181805,1189,肉禽蛋,,2021-09-22 00:00:00
牛林,1181804,1189,肉禽蛋,,2021-09-22 00:00:00
牛油,1181803,1189,肉禽蛋,,2021-09-22 00:00:00
牛骨,1181802,1189,肉禽蛋,,2021-09-22 00:00:00
牛排骨,1181801,1189,肉禽蛋,,2021-09-22 00:00:00
牛板筋,1181800,1189,肉禽蛋,,2021-09-22 00:00:00
牛尾,1181799,1189,肉禽蛋,,2021-09-22 00:00:00
牛上脑,1181798,1189,肉禽蛋,,2021-09-22 00:00:00
整羊,1181797,1189,肉禽蛋,,2021-09-22 00:00:00
去骨羊前腿,1181796,1189,肉禽蛋,,2021-09-22 00:00:00
大白菜,1182075,1186,蔬菜,冀,2021-09-22 00:00:00
娃娃菜,1182074,1186,蔬菜,冀,2021-09-22 00:00:00
小白菜,1182073,1186,蔬菜,,2021-09-22 00:00:00
圆白菜,1182072,1186,蔬菜,冀,2021-09-22 00:00:00
紫甘蓝,1182071,1186,蔬菜,冀,2021-09-22 00:00:00
芹菜,1182070,1186,蔬菜,冀,2021-09-22 00:00:00
西芹,1182069,1186,蔬菜,,2021-09-22 00:00:00
菠菜,1182068,1186,蔬菜,蒙,2021-09-22 00:00:00
莴笋,1182067,1186,蔬菜,冀,2021-09-22 00:00:00
团生菜,1182066,1186,蔬菜,,2021-09-22 00:00:00
散叶生菜,1182065,1186,蔬菜,京冀,2021-09-22 00:00:00
罗马生菜,1182064,1186,蔬菜,冀,2021-09-22 00:00:00
油菜,1182063,1186,蔬菜,京,2021-09-22 00:00:00
香菜,1182062,1186,蔬菜,冀,2021-09-22 00:00:00
茴香,1182061,1186,蔬菜,冀,2021-09-22 00:00:00
韭菜,1182060,1186,蔬菜,晋,2021-09-22 00:00:00
耙耙柑（丑橘）,1181915,1187,水果,,2021-09-22 00:00:00
爱媛,1181914,1187,水果,,2021-09-22 00:00:00
鄂、湘、川脐橙,1181913,1187,水果,,2021-09-22 00:00:00
夏橙,1181912,1187,水果,,2021-09-22 00:00:00
蜜柚,1181911,1187,水果,,2021-09-22 00:00:00
苦菊,1182059,1186,蔬菜,辽,2021-09-22 00:00:00
油麦菜,1182058,1186,蔬菜,京,2021-09-22 00:00:00
散菜花,1182057,1186,蔬菜,冀,2021-09-22 00:00:00
绿菜花,1182056,1186,蔬菜,京冀,2021-09-22 00:00:00
蜜柚,1181910,1187,水果,,2021-09-22 00:00:00
油桃,1181909,1187,水果,,2021-09-22 00:00:00
蟠桃,1181908,1187,水果,,2021-09-22 00:00:00
水蜜桃,1181907,1187,水果,,2021-09-22 00:00:00
黄油桃,1181906,1187,水果,,2021-09-22 00:00:00
黄毛桃,1181905,1187,水果,,2021-09-22 00:00:00
晚蜜,1181904,1187,水果,,2021-09-22 00:00:00
金秋蜜,1181903,1187,水果,,2021-09-22 00:00:00
猕猴桃,1181902,1187,水果,,2021-09-22 00:00:00
猕猴桃,1181901,1187,水果,,2021-09-22 00:00:00
猕猴桃,1181900,1187,水果,,2021-09-22 00:00:00
李子,1181899,1187,水果,,2021-09-22 00:00:00
西梅,1181898,1187,水果,新疆,2021-09-22 00:00:00
无籽小号-大号,1181897,1187,水果,,2021-09-22 00:00:00
麒麟、甜蜜蜜,1181896,1187,水果,,2021-09-22 00:00:00
去骨羊后腿,1181795,1189,肉禽蛋,,2021-09-22 00:00:00
羊腰窝,1181794,1189,肉禽蛋,,2021-09-22 00:00:00
羊肉片,1181793,1189,肉禽蛋,,2021-09-22 00:00:00
羊腰子,1181792,1189,肉禽蛋,,2021-09-22 00:00:00
羊蝎子,1181791,1189,肉禽蛋,,2021-09-22 00:00:00
羊蝎子,1181790,1189,肉禽蛋,,2021-09-22 00:00:00
羊排骨,1181789,1189,肉禽蛋,,2021-09-22 00:00:00
羊尾巴油,1181788,1189,肉禽蛋,,2021-09-22 00:00:00
羊小腿,1181787,1189,肉禽蛋,,2021-09-22 00:00:00
羊腱子肉,1181786,1189,肉禽蛋,,2021-09-22 00:00:00
羊上脑,1181785,1189,肉禽蛋,,2021-09-22 00:00:00
羊骨头,1181784,1189,肉禽蛋,,2021-09-22 00:00:00
羊腩,1181783,1189,肉禽蛋,,2021-09-22 00:00:00
羊里脊,1181782,1189,肉禽蛋,,2021-09-22 00:00:00
淘汰鸡,1181781,1189,肉禽蛋,,2021-09-22 00:00:00
淘汰鸡,1181780,1189,肉禽蛋,,2021-09-22 00:00:00
仔鸡,1181779,1189,肉禽蛋,,2021-09-22 00:00:00
肉鸡,1181778,1189,肉禽蛋,,2021-09-22 00:00:00
鸡胸,1181777,1189,肉禽蛋,,2021-09-22 00:00:00
鸡翅,1181776,1189,肉禽蛋,,2021-09-22 00:00:00
前肘,1181835,1189,肉禽蛋,,2021-09-22 00:00:00
后肘,1181834,1189,肉禽蛋,,2021-09-22 00:00:00
猪尾巴,1181833,1189,肉禽蛋,,2021-09-22 00:00:00
猪蹄,1181832,1189,肉禽蛋,,2021-09-22 00:00:00
纯排骨,1181831,1189,肉禽蛋,,2021-09-22 00:00:00
纯腔骨,1181830,1189,肉禽蛋,,2021-09-22 00:00:00
腔排骨,1181829,1189,肉禽蛋,,2021-09-22 00:00:00
棒骨,1181828,1189,肉禽蛋,,2021-09-22 00:00:00
猪头,1181827,1189,肉禽蛋,,2021-09-22 00:00:00
猪口条,1181826,1189,肉禽蛋,,2021-09-22 00:00:00
猪耳,1181825,1189,肉禽蛋,,2021-09-22 00:00:00
猪脑,1181824,1189,肉禽蛋,,2021-09-22 00:00:00
猪肚,1181823,1189,肉禽蛋,,2021-09-22 00:00:00
猪板油,1181822,1189,肉禽蛋,,2021-09-22 00:00:00
黑美人,1181895,1187,水果,,2021-09-22 00:00:00
特小凤,1181894,1187,水果,,2021-09-22 00:00:00
L600吊秧瓜,1181893,1187,水果,,2021-09-22 00:00:00
京欣,1181892,1187,水果,,2021-09-22 00:00:00
沙漠一号,1181891,1187,水果,,2021-09-22 00:00:00
蜜童,1181890,1187,水果,,2021-09-22 00:00:00
墨童西瓜,1181889,1187,水果,,2021-09-22 00:00:00
国产香蕉,1181888,1187,水果,,2021-09-22 00:00:00
南美、菲律宾香蕉,1181887,1187,水果,,2021-09-22 00:00:00
泰国香蕉,1181886,1187,水果,,2021-09-22 00:00:00
晓蜜25号,1181885,1187,水果,,2021-09-22 00:00:00
玉菇,1181884,1187,水果,,2021-09-22 00:00:00
金红宝,1181883,1187,水果,,2021-09-22 00:00:00
母河蟹,1181695,1190,水产,,2021-09-22 00:00:00
兰花蟹,1181694,1190,水产,,2021-09-22 00:00:00
沙母蟹,1181693,1190,水产,,2021-09-22 00:00:00
母梭子蟹,1181692,1190,水产,,2021-09-22 00:00:00
公梭子蟹,1181691,1190,水产,,2021-09-22 00:00:00
肥膘肉,1181821,1189,肉禽蛋,,2021-09-22 00:00:00
猪腰子,1181820,1189,肉禽蛋,,2021-09-22 00:00:00
猪心,1181819,1189,肉禽蛋,,2021-09-22 00:00:00
猪肝,1181818,1189,肉禽蛋,,2021-09-22 00:00:00
猪肺,1181817,1189,肉禽蛋,,2021-09-22 00:00:00
猪皮,1181816,1189,肉禽蛋,,2021-09-22 00:00:00
网纹,1181882,1187,水果,,2021-09-22 00:00:00
黄河蜜,1181881,1187,水果,,2021-09-22 00:00:00
西洲蜜,1181880,1187,水果,,2021-09-22 00:00:00
羊角蜜,1181879,1187,水果,,2021-09-22 00:00:00
花蕾甜瓜,1181878,1187,水果,,2021-09-22 00:00:00
脆梨,1181877,1187,水果,,2021-09-22 00:00:00
伽师瓜,1181876,1187,水果,,2021-09-22 00:00:00
公梭子蟹,1181690,1190,水产,,2021-09-22 00:00:00
珍宝蟹,1181689,1190,水产,,2021-09-22 00:00:00
面包蟹,1181688,1190,水产,,2021-09-22 00:00:00
白虾,1181687,1190,水产,,2021-09-22 00:00:00
白虾,1181686,1190,水产,,2021-09-22 00:00:00
琵琶虾,1181685,1190,水产,,2021-09-22 00:00:00
柿子椒,1181575,1186,蔬菜,鲁,2021-09-21 00:00:00
线椒,1181574,1186,蔬菜,鲁琼,2021-09-21 00:00:00
杭椒,1181573,1186,蔬菜,辽,2021-09-21 00:00:00
小米椒,1181572,1186,蔬菜,滇,2021-09-21 00:00:00
彩椒,1181571,1186,蔬菜,,2021-09-21 00:00:00
白萝卜,1181570,1186,蔬菜,冀,2021-09-21 00:00:00
心里美,1181569,1186,蔬菜,冀,2021-09-21 00:00:00
卞萝卜,1181568,1186,蔬菜,冀,2021-09-21 00:00:00
青萝卜,1181567,1186,蔬菜,冀鲁,2021-09-21 00:00:00
胡萝卜,1181566,1186,蔬菜,冀鲁,2021-09-21 00:00:00
胡萝卜,1181565,1186,蔬菜,冀鲁,2021-09-21 00:00:00
土豆,1181564,1186,蔬菜,冀蒙辽,2021-09-21 00:00:00
土豆,1181563,1186,蔬菜,冀陕,2021-09-21 00:00:00
葱头,1181562,1186,蔬菜,甘黑,2021-09-21 00:00:00
葱头,1181561,1186,蔬菜,蒙甘,2021-09-21 00:00:00
山药,1181560,1186,蔬菜,,2021-09-21 00:00:00
基围虾,1181684,1190,水产,,2021-09-22 00:00:00
山药,1181559,1186,蔬菜,,2021-09-21 00:00:00
莲藕,1181558,1186,蔬菜,川徽,2021-09-21 00:00:00
红薯,1181557,1186,蔬菜,冀闽,2021-09-21 00:00:00
基围虾,1181683,1190,水产,,2021-09-22 00:00:00
小龙虾,1181682,1190,水产,,2021-09-22 00:00:00
红薯,1181556,1186,蔬菜,,2021-09-21 00:00:00
罗氏虾,1181681,1190,水产,,2021-09-22 00:00:00
小河虾,1181680,1190,水产,,2021-09-22 00:00:00
鲍鱼,1181679,1190,水产,,2021-09-22 00:00:00
鲍鱼,1181678,1190,水产,,2021-09-22 00:00:00
鲍鱼,1181677,1190,水产,,2021-09-22 00:00:00
扇贝（地播）,1181676,1190,水产,,2021-09-22 00:00:00
豆腐泡,1181635,1203,豆制品,,2021-09-22 00:00:00
精品豆腐泡,1181634,1203,豆制品,,2021-09-22 00:00:00
白玉内酯豆腐,1181633,1203,豆制品,,2021-09-22 00:00:00
香香内脂豆腐,1181632,1203,豆制品,,2021-09-22 00:00:00
大白菜,1181631,1186,蔬菜,冀,2021-09-21 00:00:00
娃娃菜,1181630,1186,蔬菜,冀,2021-09-21 00:00:00
小白菜,1181629,1186,蔬菜,,2021-09-21 00:00:00
圆白菜,1181628,1186,蔬菜,冀,2021-09-21 00:00:00
紫甘蓝,1181627,1186,蔬菜,冀,2021-09-21 00:00:00
芹菜,1181626,1186,蔬菜,冀,2021-09-21 00:00:00
西芹,1181625,1186,蔬菜,,2021-09-21 00:00:00
菠菜,1181624,1186,蔬菜,蒙,2021-09-21 00:00:00
莴笋,1181623,1186,蔬菜,冀,2021-09-21 00:00:00
团生菜,1181622,1186,蔬菜,,2021-09-21 00:00:00
散叶生菜,1181621,1186,蔬菜,京冀,2021-09-21 00:00:00
罗马生菜,1181620,1186,蔬菜,冀,2021-09-21 00:00:00
油菜,1181619,1186,蔬菜,京,2021-09-21 00:00:00
香菜,1181618,1186,蔬菜,冀,2021-09-21 00:00:00
茴香,1181617,1186,蔬菜,冀,2021-09-21 00:00:00
韭菜,1181616,1186,蔬菜,晋,2021-09-21 00:00:00
香葱,1181975,1186,蔬菜,,2021-09-22 00:00:00
茼蒿,1181974,1186,蔬菜,,2021-09-22 00:00:00
蒿子秆,1181973,1186,蔬菜,,2021-09-22 00:00:00
水萝卜,1181972,1186,蔬菜,,2021-09-22 00:00:00
樱桃萝卜,1181971,1186,蔬菜,,2021-09-22 00:00:00
香芹,1181970,1186,蔬菜,,2021-09-22 00:00:00
菠菜,1181969,1186,蔬菜,,2021-09-22 00:00:00
苋菜,1181968,1186,蔬菜,,2021-09-22 00:00:00
菊花菜,1181967,1186,蔬菜,,2021-09-22 00:00:00
黄心菜,1181966,1186,蔬菜,,2021-09-22 00:00:00
青蒜,1181965,1186,蔬菜,,2021-09-22 00:00:00
盖菜,1181964,1186,蔬菜,,2021-09-22 00:00:00
芥兰,1181963,1186,蔬菜,,2021-09-22 00:00:00
菜心,1181962,1186,蔬菜,,2021-09-22 00:00:00
空心菜,1181961,1186,蔬菜,,2021-09-22 00:00:00
鸡毛菜,1181960,1186,蔬菜,,2021-09-22 00:00:00
荆芥,1181959,1186,蔬菜,,2021-09-22 00:00:00
紫苏叶,1181958,1186,蔬菜,,2021-09-22 00:00:00
豌豆苗,1181957,1186,蔬菜,,2021-09-22 00:00:00
快菜,1181956,1186,蔬菜,,2021-09-22 00:00:00
箱鸡蛋,1181315,1189,肉禽蛋,,2021-09-21 00:00:00
箱鸡蛋,1181314,1189,肉禽蛋,,2021-09-21 00:00:00
散鸡蛋,1181313,1189,肉禽蛋,,2021-09-21 00:00:00
生鸭蛋,1181312,1189,肉禽蛋,,2021-09-21 00:00:00
熟鸭蛋,1181311,1189,肉禽蛋,,2021-09-21 00:00:00
松花蛋,1181310,1189,肉禽蛋,,2021-09-21 00:00:00
鹅蛋,1181309,1189,肉禽蛋,,2021-09-21 00:00:00
鹌鹑蛋,1181308,1189,肉禽蛋,,2021-09-21 00:00:00
柴鸡蛋,1181307,1189,肉禽蛋,,2021-09-21 00:00:00
乌鸡蛋,1181306,1189,肉禽蛋,,2021-09-21 00:00:00
鸵鸟蛋,1181305,1189,肉禽蛋,,2021-09-21 00:00:00
鸽子蛋,1181304,1189,肉禽蛋,,2021-09-21 00:00:00
鲤鱼,1181303,1190,水产,,2021-09-21 00:00:00
鲤鱼,1181302,1190,水产,,2021-09-21 00:00:00
草鱼,1181301,1190,水产,,2021-09-21 00:00:00
草鱼,1181300,1190,水产,,2021-09-21 00:00:00
鲫鱼,1181299,1190,水产,,2021-09-21 00:00:00
